TIME(hr:min:sec),INPUT_I(A),CHARGING_I(A),BUCK_I(A),Cell1(V),Cell2(V),V_+(V),TEMPERATURE(deg C)
00:01:31,2.217,2.423,2.608,4.167,8.091,12.188,32.253
00:01:32,2.226,2.395,2.643,4.156,8.091,12.188,32.395
00:01:33,2.214,2.426,2.576,4.162,8.127,12.168,32.375
00:01:34,2.214,2.426,2.625,4.164,8.091,12.188,32.967
00:01:35,2.308,2.426,2.604,4.167,8.109,12.265,32.416
00:01:36,2.218,2.422,2.609,4.164,8.109,12.188,32.395
00:01:37,2.226,2.402,2.567,4.167,8.100,12.195,32.293
00:01:38,2.217,2.437,2.612,4.172,8.083,12.181,32.300
00:01:39,2.246,2.422,2.618,4.165,8.087,12.181,32.695
00:01:40,2.307,2.429,2.608,4.167,8.109,12.195,33.239
00:01:41,2.307,2.423,2.608,4.064,8.163,12.188,32.341
00:01:42,2.227,2.425,2.606,4.169,8.096,12.098,32.504
00:01:43,2.227,2.425,2.606,4.168,8.100,12.202,32.579
00:01:44,2.227,2.425,2.604,4.169,8.100,12.209,32.504
00:01:45,2.234,2.426,2.604,4.169,8.087,12.195,32.627
00:01:46,2.234,2.434,2.609,4.168,8.109,12.285,32.416
00:01:47,2.214,2.422,2.609,4.172,8.091,12.195,32.470
00:01:48,2.317,2.432,2.615,4.169,8.096,12.195,32.831
00:01:49,2.243,2.419,2.595,4.169,8.109,12.202,32.253
00:01:50,2.243,2.453,2.635,4.148,8.091,12.195,32.538
00:01:51,2.233,2.423,2.609,4.171,8.100,12.209,32.599
00:01:52,2.236,2.427,2.554,4.168,8.096,12.195,33.035
00:01:53,2.233,2.425,2.606,4.166,8.096,12.209,32.606
00:01:54,2.233,2.428,2.591,4.168,8.109,12.209,32.633
00:01:55,2.215,2.424,2.632,4.165,8.123,12.209,32.518
00:01:56,2.220,2.425,2.604,4.172,8.109,12.209,32.538
00:01:57,2.225,2.425,2.598,4.175,8.100,12.209,32.545
00:01:58,2.225,2.431,2.582,4.172,8.145,12.195,32.450
00:01:59,2.228,2.454,2.632,4.175,8.105,12.202,32.627
00:02:00,2.233,2.431,2.597,4.167,8.109,12.181,32.790
00:02:01,2.238,2.418,2.627,4.166,8.105,12.209,33.361
00:02:02,2.270,2.515,2.612,4.171,8.105,12.181,33.592
00:02:03,2.234,2.425,2.604,4.174,8.105,12.209,32.749
00:02:04,2.234,2.423,2.609,4.172,8.118,12.119,32.552
00:02:05,2.238,2.416,2.608,4.172,8.109,12.265,32.688
00:02:06,2.217,2.413,2.618,4.169,8.087,12.188,32.695
00:02:07,2.321,2.439,2.598,4.173,8.105,12.202,33.504
00:02:08,2.298,2.419,2.553,4.173,8.136,12.181,32.599
00:02:09,2.236,2.388,2.606,4.159,8.118,12.237,32.504
00:02:10,2.236,2.426,2.606,4.173,8.109,12.216,32.735
00:02:11,2.233,2.339,2.559,4.184,8.069,12.181,32.967
00:02:12,2.224,2.412,2.612,4.180,8.105,12.209,32.790
00:02:13,2.228,2.425,2.606,4.179,8.114,12.216,32.803
00:02:14,2.220,2.428,2.609,4.178,8.118,12.237,32.735
00:02:15,2.228,2.437,2.636,4.175,8.105,12.209,32.763
00:02:16,2.208,2.428,2.608,4.161,8.087,12.237,32.790
00:02:17,2.208,2.422,2.612,4.174,8.118,12.216,33.864
00:02:18,2.320,2.399,2.627,4.181,8.096,12.195,33.538
00:02:19,2.180,2.418,2.630,4.178,0.992,12.216,32.749
00:02:20,2.214,2.433,2.610,4.178,0.983,12.237,32.729
00:02:21,2.214,2.429,2.609,4.173,8.118,12.216,33.864
00:02:22,2.264,2.414,2.608,4.177,8.127,12.209,32.722
00:02:23,2.212,2.428,2.608,4.177,8.127,12.223,32.749
00:02:24,2.212,2.379,2.600,4.158,8.127,12.223,32.844
00:02:25,2.217,2.404,2.594,4.177,8.127,12.209,32.851
00:02:26,2.220,2.404,2.658,4.186,8.109,12.195,32.790
00:02:27,2.220,2.426,2.610,4.165,8.181,12.174,32.735
00:02:28,2.220,2.432,2.597,4.172,8.118,12.230,33.103
00:02:29,2.231,2.443,2.613,4.180,8.123,12.244,32.844
00:02:30,2.231,2.422,2.585,4.181,8.074,12.154,33.007
00:02:31,2.236,2.425,2.608,4.181,7.877,12.299,32.960
00:02:32,2.221,2.420,2.586,4.173,8.127,12.216,32.953
00:02:33,2.217,2.423,2.608,4.179,8.127,12.230,33.028
00:02:34,2.217,2.364,2.561,4.167,8.100,12.237,33.028
00:02:35,2.217,2.425,2.604,4.178,8.127,12.237,32.967
00:02:36,2.227,2.424,2.601,4.180,8.114,12.223,32.892
00:02:37,2.222,2.421,2.609,4.183,8.136,12.237,33.062
00:02:38,2.222,2.443,2.598,4.156,8.118,12.237,33.096
00:02:39,2.232,2.422,2.610,4.184,8.127,12.230,33.035
00:02:40,2.236,2.419,2.609,4.179,8.114,12.216,33.130
00:02:41,2.233,2.427,2.615,4.183,8.118,12.237,32.939
00:02:42,2.218,2.416,2.633,4.185,8.105,12.209,32.967
00:02:43,2.218,2.444,2.637,4.181,8.163,12.216,33.157
00:02:44,2.212,2.416,2.558,4.178,8.118,12.244,33.103
00:02:45,2.165,2.438,2.658,4.183,8.127,12.237,33.062
00:02:46,2.201,2.435,2.610,4.183,8.127,12.265,33.041
00:02:47,2.209,2.406,2.612,4.187,8.127,12.202,33.089
00:02:48,2.211,2.424,2.604,4.181,8.123,12.237,33.075
00:02:49,2.214,2.427,2.601,4.178,8.136,12.237,33.069
00:02:50,2.233,2.425,2.606,4.184,8.123,12.147,33.157
00:02:51,2.232,2.425,2.612,4.148,8.109,12.278,33.062
00:02:52,2.232,2.423,2.609,4.181,8.127,12.237,33.177
00:02:53,2.233,2.423,2.606,4.184,8.123,11.925,33.198
00:02:54,2.234,2.422,2.609,4.183,8.069,12.154,33.089
00:02:55,2.236,2.425,2.566,4.180,8.114,12.216,33.592
00:02:56,2.237,2.422,2.589,4.180,8.114,12.209,34.123
00:02:57,2.264,2.429,2.609,4.181,8.127,12.265,34.136
00:02:58,2.305,2.428,2.618,4.180,8.123,12.230,34.164
00:02:59,2.324,2.437,2.629,4.183,8.127,12.237,33.824
00:03:00,2.324,2.420,2.619,4.172,8.118,12.230,33.109
00:03:01,2.212,2.425,2.606,4.183,8.087,12.362,33.184
00:03:02,2.212,2.404,2.591,4.181,8.136,12.230,33.198
00:03:03,2.217,2.424,2.613,4.187,8.083,12.181,33.279
00:03:04,2.212,2.424,2.604,4.186,8.136,12.244,33.184
00:03:05,2.212,2.526,2.595,4.168,8.145,12.265,33.307
00:03:06,2.214,2.423,2.604,4.183,8.118,12.209,33.266
00:03:07,2.212,2.423,2.604,4.186,8.145,12.265,33.259
00:03:08,2.213,2.414,2.606,4.183,8.132,12.244,33.225
00:03:09,2.233,2.428,2.606,4.169,8.105,12.237,33.402
00:03:10,2.233,2.422,2.573,4.181,8.127,12.251,33.395
00:03:11,2.232,2.434,2.598,4.162,8.127,12.265,33.327
00:03:12,2.226,2.423,2.608,4.186,8.127,12.265,33.211
00:03:13,2.226,2.425,2.604,4.184,8.118,12.265,33.123
00:03:14,2.223,2.422,2.592,4.183,8.163,12.230,33.341
00:03:15,2.221,2.414,2.609,4.190,8.114,12.265,33.313
00:03:16,2.221,2.434,2.564,4.178,8.100,12.265,33.334
00:03:17,2.219,2.423,2.600,4.175,8.118,12.244,33.415
00:03:18,2.220,2.423,2.601,4.187,8.136,12.244,33.415
00:03:19,2.220,2.425,2.554,4.211,8.109,12.202,33.375
00:03:20,2.223,2.420,2.608,4.178,8.145,12.265,33.449
00:03:21,2.215,2.529,2.596,4.172,8.154,12.237,33.375
00:03:22,2.215,2.426,2.609,4.206,8.145,12.265,33.449
00:03:23,2.222,2.434,2.622,4.161,8.159,12.265,33.341
00:03:24,2.222,2.429,2.618,4.186,8.136,12.265,33.558
00:03:25,2.325,2.429,2.609,4.186,8.136,12.265,34.476
00:03:26,2.261,2.422,2.606,4.187,8.136,12.265,33.552
00:03:27,2.230,2.428,2.604,4.186,8.136,12.265,33.592
00:03:28,2.230,2.411,2.622,4.183,8.127,12.237,33.538
00:03:29,2.225,2.423,2.604,4.190,8.136,12.265,33.477
00:03:30,2.225,2.423,2.601,4.187,8.145,12.237,33.449
00:03:31,2.209,2.428,2.616,4.156,8.087,12.292,33.449
00:03:32,2.228,2.428,2.563,4.183,8.105,12.251,33.341
00:03:33,2.319,2.347,2.621,4.193,8.145,12.265,33.830
00:03:34,2.238,2.422,2.601,4.190,8.042,12.244,34.293
00:03:35,2.235,2.419,2.610,4.188,8.145,12.265,33.756
00:03:36,2.225,2.421,2.604,4.192,8.141,12.265,33.538
00:03:37,2.219,2.422,2.601,4.192,8.141,12.265,33.395
00:03:38,2.217,2.422,2.610,4.156,8.083,12.292,33.504
00:03:39,2.217,2.426,2.606,4.191,8.154,12.271,33.660
00:03:40,2.212,2.423,2.610,4.191,8.154,12.265,33.470
00:03:41,2.238,2.417,2.609,4.192,8.127,12.265,33.613
00:03:42,2.215,2.418,2.595,4.188,8.141,12.265,33.674
00:03:43,2.171,2.418,2.589,4.191,8.145,12.265,33.681
00:03:44,2.291,2.408,2.565,4.190,8.141,12.265,33.470
00:03:45,2.291,2.428,2.612,4.191,8.145,12.576,34.640
00:03:46,2.272,2.423,2.609,4.087,8.190,12.271,33.647
00:03:47,2.235,2.414,2.594,4.188,8.145,12.271,33.545
00:03:48,2.232,2.423,2.561,4.214,8.145,12.223,33.742
00:03:49,2.226,2.425,2.609,4.205,8.154,12.174,33.708
00:03:50,2.214,2.422,2.604,4.193,8.141,12.278,33.694
00:03:51,2.214,2.399,2.616,4.192,8.154,12.271,33.756
00:03:52,2.288,2.406,2.570,4.190,8.141,12.265,33.613
00:03:53,2.237,2.420,2.606,4.193,8.141,12.265,34.572
00:03:54,2.232,2.423,2.609,4.193,8.467,12.174,33.783
00:03:55,2.225,2.422,2.604,4.194,8.154,12.292,33.742
00:03:56,2.211,2.426,2.606,4.193,8.136,12.265,33.892
00:03:57,2.212,2.438,2.591,4.184,8.163,12.278,33.810
00:03:58,2.212,2.419,2.539,4.194,8.154,12.278,33.776
00:03:59,2.320,2.428,2.586,4.194,8.150,12.271,33.932
00:04:00,2.238,2.414,2.585,4.191,8.154,12.278,33.994
00:04:01,2.238,2.423,2.542,4.205,8.181,12.230,33.810
00:04:02,2.223,2.420,2.606,4.192,8.154,12.278,33.844
00:04:03,2.154,2.393,2.622,4.164,8.087,12.251,33.769
00:04:04,2.154,2.404,2.604,4.192,8.163,12.278,34.062
00:04:05,2.232,2.422,2.608,4.193,8.163,12.278,34.082
00:04:06,2.238,2.425,2.565,4.198,8.172,12.237,34.674
00:04:07,2.220,2.435,2.601,4.177,8.136,12.271,33.946
00:04:08,2.215,2.421,2.589,4.198,8.150,12.271,33.851
00:04:09,2.215,2.450,2.637,4.200,8.163,12.285,33.885
00:04:10,2.229,2.396,2.624,4.192,8.154,12.265,33.701
00:04:11,2.263,2.430,2.615,4.197,8.150,12.271,34.898
00:04:12,2.233,2.423,2.604,4.198,8.150,12.271,34.000
00:04:13,2.222,2.411,2.574,4.184,8.136,12.278,33.912
00:04:14,2.209,2.329,2.517,4.201,8.118,12.265,33.960
00:04:15,2.239,2.417,2.612,4.199,8.159,12.265,33.756
00:04:16,2.239,2.435,2.570,4.200,8.172,12.244,33.810
00:04:17,2.299,2.429,2.612,4.196,8.163,12.278,35.027
00:04:18,2.233,2.422,2.606,4.199,8.154,12.244,34.096
00:04:19,2.225,2.376,2.595,4.184,8.159,12.278,34.055
00:04:20,2.212,2.425,2.601,4.199,8.159,12.271,34.014
00:04:21,2.228,2.434,2.624,4.164,8.176,12.306,33.878
00:04:22,2.292,2.431,2.618,4.196,8.159,12.265,34.898
00:04:23,2.234,2.421,2.604,4.199,8.159,12.292,33.994
00:04:24,2.234,2.442,2.595,4.177,8.154,12.292,34.041
00:04:25,2.214,2.425,2.575,4.167,8.127,12.244,34.068
00:04:26,2.227,2.423,2.609,4.200,8.199,12.313,34.028
00:04:27,2.214,2.414,2.576,4.200,8.163,12.292,33.592
00:04:28,2.338,2.442,2.624,4.199,8.154,12.271,34.653
00:04:29,2.241,2.519,2.612,4.184,8.167,12.278,34.136
00:04:30,2.227,2.420,2.606,4.194,8.159,12.292,34.184
00:04:31,2.227,2.425,2.604,4.200,8.181,12.299,34.041
00:04:32,2.226,2.420,2.638,4.198,8.163,12.278,34.096
00:04:33,2.226,2.420,2.619,4.200,8.163,12.285,34.354
00:04:34,2.235,2.517,2.632,4.177,8.163,12.278,34.476
00:04:35,2.235,2.428,2.585,4.200,8.154,12.285,34.633
00:04:36,2.235,2.423,2.604,4.188,8.181,12.285,34.164
00:04:37,2.227,2.424,2.606,4.205,8.159,12.292,34.232
00:04:38,2.214,2.405,2.594,4.206,8.163,12.278,34.266
00:04:39,2.212,2.418,2.615,4.205,8.167,12.292,34.130
00:04:40,2.268,2.409,2.597,4.201,8.159,12.292,34.028
00:04:41,2.268,2.435,2.632,4.200,8.163,12.292,35.150
00:04:42,2.319,2.419,2.591,4.201,8.172,12.292,34.374
00:04:43,2.232,2.423,2.609,4.200,8.091,12.285,34.408
00:04:44,2.236,2.423,2.609,4.205,8.159,12.188,34.327
00:04:45,2.236,2.444,2.588,4.181,8.163,12.313,34.252
00:04:46,2.215,2.423,2.606,4.198,8.159,12.292,34.245
00:04:47,2.230,2.431,2.612,4.212,8.172,12.292,34.286
00:04:48,2.230,2.432,2.612,4.201,8.181,12.292,34.606
00:04:49,2.230,2.422,2.586,4.205,8.159,12.292,34.463
00:04:50,2.232,2.339,2.546,4.214,8.145,12.278,34.442
00:04:51,2.223,2.423,2.608,4.205,8.181,12.306,34.313
00:04:52,2.213,2.422,2.606,4.204,8.172,12.306,34.395
00:04:53,2.213,2.454,2.619,4.191,8.181,12.306,34.320
00:04:54,2.206,2.445,2.609,4.197,8.181,12.313,34.320
00:04:55,2.254,2.413,2.586,4.205,8.167,12.292,34.109
00:04:56,2.254,2.429,2.592,4.200,8.172,12.292,35.157
00:04:57,2.281,2.423,2.619,4.204,8.181,12.306,34.320
00:04:58,2.238,2.411,2.612,4.206,8.172,12.299,34.245
00:04:59,2.220,2.423,2.609,4.203,8.181,12.223,34.368
00:05:00,2.214,2.422,2.603,4.207,8.181,12.320,34.415
00:05:01,2.236,2.422,2.608,4.206,8.167,12.299,34.585
00:05:02,2.230,2.423,2.538,4.206,8.194,12.278,34.272
00:05:03,2.241,2.418,2.609,4.207,8.172,12.299,35.279
00:05:04,2.241,2.422,2.609,4.201,8.172,12.306,34.476
00:05:05,2.217,2.424,2.601,4.207,8.172,12.320,34.436
00:05:06,2.152,2.397,2.549,4.204,8.172,12.306,34.408
00:05:07,2.152,2.407,2.575,4.201,8.181,12.306,34.313
00:05:08,2.268,2.427,2.600,4.204,8.172,12.299,35.456
00:05:09,2.228,2.421,2.574,4.207,8.167,12.299,34.558
00:05:10,2.228,2.420,2.606,4.206,8.181,12.313,34.436
00:05:11,2.221,2.402,2.598,4.207,8.176,12.292,34.544
00:05:12,2.212,2.414,2.622,4.200,8.163,12.285,34.538
00:05:13,2.212,2.419,2.592,4.205,8.176,12.320,34.599
00:05:14,2.212,2.434,2.601,4.210,8.181,12.313,34.388
00:05:15,2.229,2.432,2.624,4.206,8.172,12.306,35.592
00:05:16,2.229,2.420,2.575,4.207,8.181,12.292,34.510
00:05:17,2.229,2.423,2.606,4.210,8.127,12.299,34.524
00:05:18,2.226,2.423,2.609,4.193,8.056,12.209,34.524
00:05:19,2.215,2.419,2.608,4.205,8.185,12.320,34.612
00:05:20,2.214,2.414,2.597,4.197,8.159,12.313,34.300
00:05:21,2.214,2.414,2.618,4.201,8.190,12.299,35.660
00:05:22,2.230,2.424,2.595,4.211,0.920,12.313,34.510
00:05:23,2.230,2.410,2.610,4.205,8.190,12.313,34.368
00:05:24,2.238,2.432,2.610,4.210,7.931,12.313,35.531
00:05:25,2.227,2.421,2.589,4.212,8.176,12.320,34.599
00:05:26,2.227,2.398,2.576,4.205,8.181,12.306,34.408
00:05:27,2.240,2.419,2.606,4.212,8.172,12.320,35.429
00:05:28,2.240,2.413,2.561,4.210,8.190,12.313,34.612
00:05:29,2.171,2.441,2.624,4.210,8.181,12.313,35.211
00:05:30,2.214,2.422,2.604,4.207,8.181,12.313,34.565
00:05:31,2.250,2.412,2.544,4.207,8.176,12.320,34.300
00:05:32,2.250,2.408,2.564,4.210,8.190,12.313,34.266
00:05:33,2.238,2.417,2.603,4.206,8.190,12.327,34.497
00:05:34,2.226,2.416,2.618,4.207,8.181,12.299,34.504
00:05:35,2.232,2.414,2.609,4.212,8.181,12.313,34.463
00:05:36,2.221,2.422,2.603,4.209,8.190,12.313,34.531
00:05:37,2.221,2.426,2.613,4.210,8.190,12.313,34.558
00:05:38,2.233,2.429,2.579,4.212,0.884,12.320,34.762
00:05:39,2.232,2.423,2.608,4.211,8.199,12.271,34.626
00:05:40,2.232,2.426,2.609,4.211,8.127,12.341,34.680
00:05:41,2.217,2.421,2.604,4.213,7.944,12.403,34.721
00:05:42,2.249,2.414,2.545,4.210,8.181,12.673,34.408
00:05:43,2.236,2.421,2.538,4.214,8.208,12.299,35.333
00:05:44,2.236,2.422,2.608,4.210,8.190,12.320,34.708
00:05:45,2.232,2.423,2.608,4.211,8.190,12.327,34.755
00:05:46,2.217,2.423,2.608,4.191,8.199,12.362,34.728
00:05:47,2.261,2.418,2.589,4.210,8.145,12.334,34.476
00:05:48,2.261,2.429,2.603,4.229,8.199,12.265,35.673
00:05:49,2.304,2.423,2.561,4.210,8.190,12.320,34.748
00:05:50,2.230,2.408,2.609,4.217,8.176,12.320,34.789
00:05:51,2.225,2.421,2.608,4.211,8.190,12.313,34.748
00:05:52,2.225,2.422,2.601,4.205,8.199,12.334,34.844
00:05:53,2.233,2.410,2.606,4.213,8.185,12.327,34.327
00:05:54,2.253,2.425,2.604,4.213,8.176,12.320,35.809
00:05:55,2.253,2.423,2.606,4.212,8.199,12.341,34.633
00:05:56,2.236,2.423,2.604,4.214,8.190,12.327,34.844
00:05:57,2.229,2.435,2.616,4.239,8.127,12.320,34.871
00:05:58,2.270,2.414,2.613,4.214,8.199,12.341,34.680
00:05:59,2.270,2.419,2.627,4.211,8.199,12.334,35.837
00:06:00,2.241,2.422,2.632,4.193,8.181,12.320,35.361
00:06:01,2.222,2.417,2.591,4.216,8.176,12.403,35.061
00:06:02,2.228,2.426,2.604,4.213,8.185,12.334,34.885
00:06:03,2.214,2.419,2.607,4.218,8.190,12.348,34.912
00:06:04,2.229,2.413,2.592,4.212,8.199,12.278,34.701
00:06:05,2.299,2.426,2.617,4.217,8.199,12.320,35.816
00:06:06,2.232,2.423,2.588,4.214,8.199,12.320,34.987
00:06:07,2.232,2.419,2.610,4.212,8.199,12.334,34.864
00:06:08,2.225,2.422,2.606,4.211,8.190,12.403,34.939
00:06:09,2.222,2.423,2.609,4.113,8.248,12.334,34.871
00:06:10,2.222,2.431,2.609,4.219,8.199,12.341,34.919
00:06:11,2.275,2.402,2.581,4.212,8.199,12.334,34.830
00:06:12,2.237,2.422,2.604,4.216,8.194,12.348,35.442
00:06:13,2.237,2.422,2.613,4.210,8.181,12.327,35.116
00:06:14,2.226,2.423,2.609,4.116,8.235,12.375,34.919
00:06:15,2.224,2.421,2.615,4.218,8.203,12.327,35.061
00:06:16,2.224,2.399,2.600,4.213,8.199,12.341,34.919
00:06:17,2.275,2.420,2.638,4.219,8.199,12.230,35.170
00:06:18,2.238,2.423,2.582,4.219,8.199,12.341,35.197
00:06:19,2.318,2.420,2.609,4.217,8.194,12.327,35.197
00:06:20,2.318,2.425,2.606,4.219,8.208,12.348,35.191
00:06:21,2.232,2.407,2.586,4.214,8.199,12.334,34.905
00:06:22,2.297,2.410,2.563,4.216,8.199,12.341,34.939
00:06:23,2.265,2.430,2.609,4.218,8.194,12.348,36.054
00:06:24,2.230,2.421,2.598,4.219,8.203,12.348,35.021
00:06:25,2.230,2.420,2.535,4.224,8.217,12.313,35.211
00:06:26,2.226,2.438,2.597,4.197,8.199,12.355,35.225
00:06:27,2.226,2.413,2.609,4.219,8.208,12.341,35.184
00:06:28,2.234,2.422,2.606,4.220,8.194,12.403,35.170
00:06:29,2.231,2.422,2.583,4.218,8.208,12.341,35.211
00:06:30,2.221,2.411,2.606,4.222,8.203,12.334,35.265
00:06:31,2.220,2.442,2.615,4.224,8.208,12.348,35.143
00:06:32,2.220,2.432,2.624,4.192,8.145,12.341,35.136
00:06:33,2.318,2.422,2.598,4.220,8.208,12.348,35.184
00:06:34,2.323,2.437,2.636,4.223,8.194,12.327,36.245
00:06:35,2.323,2.420,2.612,4.219,8.056,12.355,35.388
00:06:36,2.220,2.417,2.572,4.220,8.154,12.375,35.354
00:06:37,2.220,2.423,2.603,4.220,8.217,12.348,35.211
00:06:38,2.238,2.422,2.505,4.216,8.217,12.348,35.299
00:06:39,2.230,2.420,2.609,4.220,8.199,12.348,35.306
00:06:40,2.232,2.419,2.604,4.222,8.217,12.341,35.279
00:06:41,2.222,2.422,2.603,4.225,8.212,12.362,35.082
00:06:42,2.222,2.419,2.606,4.220,8.217,12.362,35.279
00:06:43,2.260,2.414,2.580,4.222,8.208,12.348,35.034
00:06:44,2.260,2.426,2.608,4.220,8.217,12.362,35.347
00:06:45,2.234,2.421,2.579,4.223,8.208,12.355,35.238
00:06:46,2.241,2.422,2.637,4.224,8.217,12.362,35.449
00:06:47,2.253,2.418,2.633,4.226,8.212,12.355,36.286
00:06:48,2.233,2.425,2.577,4.224,8.208,12.348,35.333
00:06:49,2.227,2.423,2.580,4.224,8.208,12.348,35.265
00:06:50,2.227,2.408,2.615,4.231,8.217,12.341,35.374
00:06:51,2.226,2.419,2.609,4.225,8.199,12.341,35.415
00:06:52,2.226,2.423,2.604,4.219,8.217,12.375,35.333
00:06:53,2.265,2.414,2.600,4.213,8.190,12.362,35.136
00:06:54,2.322,2.423,2.588,4.219,8.217,12.375,35.293
00:06:55,2.237,2.422,2.565,4.224,8.208,12.348,35.986
00:06:56,2.236,2.333,2.604,4.228,8.208,12.341,35.435
00:06:57,2.285,2.423,2.618,4.120,8.243,12.362,36.136
00:06:58,2.237,2.422,2.632,4.225,8.217,12.362,35.374
00:06:59,2.237,2.423,2.624,4.224,8.226,12.396,35.456
00:07:00,2.256,2.414,2.631,4.225,8.217,12.348,35.408
00:07:01,2.256,2.423,2.606,4.224,8.217,12.375,35.463
00:07:02,2.222,2.418,2.601,4.223,8.212,12.375,35.442
00:07:03,2.214,2.421,2.601,4.228,8.212,12.071,35.490
00:07:04,2.226,2.442,2.612,4.224,8.217,12.375,35.374
00:07:05,2.226,2.420,2.600,4.229,8.226,12.375,35.469
00:07:06,2.319,2.423,2.604,4.229,8.226,12.015,35.517
00:07:07,2.214,2.410,2.615,4.201,8.199,12.362,35.299
00:07:08,2.281,2.426,2.613,4.229,8.217,12.375,35.823
00:07:09,2.267,2.429,2.600,4.226,8.217,12.375,36.428
00:07:10,2.267,2.422,2.609,4.229,8.226,12.375,35.667
00:07:11,2.238,2.422,2.612,4.229,8.212,12.355,35.633
00:07:12,2.228,2.420,2.583,4.228,8.212,12.368,35.456
00:07:13,2.225,2.420,2.589,4.228,8.212,12.362,35.524
00:07:14,2.225,2.423,2.609,4.192,8.163,12.389,35.551
00:07:15,2.230,2.422,2.592,4.228,8.221,12.368,35.578
00:07:16,2.230,2.405,2.621,4.229,8.221,12.355,35.633
00:07:17,2.235,2.422,2.609,4.229,8.235,12.375,35.605
00:07:18,2.232,2.423,2.610,4.196,8.190,12.396,35.551
00:07:19,2.225,2.421,2.604,4.230,8.226,12.375,35.673
00:07:20,2.220,2.396,2.646,4.238,8.217,12.341,35.673
00:07:21,2.212,2.429,2.610,4.231,8.235,12.375,35.605
00:07:22,2.262,2.406,2.589,4.228,8.226,12.375,35.429
00:07:23,2.262,2.419,2.601,4.229,8.226,12.375,35.551
00:07:24,2.325,2.442,2.632,4.229,8.235,12.375,36.612
00:07:25,2.212,2.382,2.609,4.241,8.199,12.341,35.701
00:07:26,2.212,2.411,2.606,4.230,8.226,12.382,35.510
00:07:27,2.298,2.409,2.618,4.231,8.221,12.382,35.503
00:07:28,2.298,2.422,2.612,4.216,8.235,12.375,35.986
00:07:29,2.336,2.438,2.618,4.232,8.221,12.368,36.068
00:07:30,2.333,2.444,2.628,4.229,8.235,12.375,36.626
00:07:31,2.267,2.432,2.616,4.231,8.221,12.375,36.666
00:07:32,2.244,2.418,2.630,4.236,8.221,12.368,35.891
00:07:33,2.236,2.342,2.491,4.235,8.176,12.362,35.877
00:07:34,2.238,2.424,2.627,4.214,8.208,12.362,35.687
00:07:35,2.222,2.422,2.604,4.233,8.176,12.348,35.850
00:07:36,2.222,2.402,2.589,4.205,8.226,12.375,35.551
00:07:37,2.293,2.419,2.601,4.230,8.235,12.389,35.877
00:07:38,2.336,2.443,2.630,4.232,8.226,12.368,36.598
00:07:39,2.279,2.423,2.633,4.236,8.221,12.368,36.680
00:07:40,2.279,2.419,2.609,4.230,8.235,12.396,35.864
00:07:41,2.217,2.422,2.603,4.235,8.230,12.403,35.918
00:07:42,2.217,2.426,2.581,4.362,8.181,12.348,35.864
00:07:43,2.214,2.414,2.635,4.200,8.145,12.341,35.605
00:07:44,2.231,2.431,2.595,4.231,8.230,12.403,35.986
00:07:45,2.238,2.408,2.613,4.235,8.230,12.375,35.898
00:07:46,2.215,2.491,2.592,4.231,8.239,12.375,35.871
00:07:47,2.220,2.434,2.589,4.239,8.261,12.375,35.843
00:07:48,2.238,2.408,2.545,4.257,8.235,12.389,35.612
00:07:49,2.238,2.404,2.589,4.231,8.235,12.389,35.619
00:07:50,2.316,2.419,2.609,4.233,8.235,12.389,35.850
00:07:51,2.316,2.444,2.615,4.238,8.243,12.396,36.571
00:07:52,2.336,2.422,2.597,4.236,8.235,12.396,36.660
00:07:53,2.284,2.423,2.595,4.238,8.235,12.382,36.204
00:07:54,2.243,2.410,2.582,4.197,8.235,12.424,35.585
00:07:55,2.275,2.400,2.572,4.235,8.243,12.403,35.680
00:07:56,2.317,2.423,2.604,4.238,8.226,12.389,35.769
00:07:57,2.317,2.435,2.609,4.238,8.235,12.396,36.374
00:07:58,2.283,2.422,2.592,4.238,8.230,12.389,36.707
00:07:59,2.271,2.424,2.621,4.237,8.230,12.403,36.748
00:08:00,2.271,2.426,2.594,4.238,8.235,12.396,35.952
00:08:01,2.243,2.422,2.632,4.224,8.235,12.375,36.061
00:08:02,2.241,2.423,2.632,4.239,8.235,12.396,35.959
00:08:03,2.336,2.439,2.627,4.241,8.239,12.348,36.612
00:08:04,2.315,2.435,2.633,4.241,8.239,12.382,36.857
00:08:05,2.256,2.424,2.612,4.241,8.239,12.403,36.830
00:08:06,2.256,2.423,2.564,4.238,8.243,12.403,36.326
00:08:07,2.238,2.422,2.598,4.238,8.252,12.396,35.966
00:08:08,2.236,2.417,2.594,4.239,8.243,12.403,36.034
00:08:09,2.236,2.423,2.628,4.239,8.243,12.313,36.061
00:08:10,2.241,2.423,2.635,4.243,8.252,12.396,35.986
00:08:11,2.231,2.425,2.604,4.235,8.230,12.403,35.986
00:08:12,2.229,2.425,2.579,4.241,8.252,12.396,36.081
00:08:13,2.238,2.420,2.604,4.242,8.243,12.396,36.122
00:08:14,2.238,2.423,2.619,4.244,8.252,12.306,36.367
00:08:15,2.233,2.420,2.611,4.241,8.252,12.396,36.020
00:08:16,2.223,2.418,2.613,4.243,8.252,12.396,36.047
00:08:17,2.234,2.422,2.651,4.245,7.989,12.396,36.190
00:08:18,2.226,2.419,2.610,4.243,8.252,12.396,36.170
00:08:19,2.225,2.418,2.609,4.242,8.248,12.403,36.163
